home,game_date,Target label,fg_pct_home,fg3_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pts_home,away,fg_pct_away,fg3_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,pts_away,season_type
New York Knicks,2022-02-14,L,0.417,0.3,19.0,37.0,28.0,8.0,12.0,14.0,123,Oklahoma City Thunder,0.5,0.382,8.0,38.0,28.0,9.0,1.0,127,Regular Season
Minnesota Timberwolves,2022-02-15,W,0.394,0.236,17.0,41.0,29.0,10.0,8.0,14.0,126,Charlotte Hornets,0.412,0.242,16.0,46.0,31.0,9.0,7.0,120,Regular Season
Phoenix Suns,2022-02-15,W,0.489,0.32,12.0,40.0,30.0,9.0,4.0,17.0,103,LA Clippers,0.412,0.286,13.0,33.0,26.0,11.0,9.0,96,Regular Season
Miami Heat,2022-02-15,L,0.417,0.259,15.0,33.0,19.0,1.0,2.0,12.0,99,Dallas Mavericks,0.447,0.439,12.0,26.0,27.0,5.0,7.0,107,Regular Season
Milwaukee Bucks,2022-02-15,W,0.558,0.345,9.0,38.0,28.0,7.0,0.0,15.0,128,Indiana Pacers,0.505,0.415,10.0,31.0,32.0,8.0,2.0,119,Regular Season
New Orleans Pelicans,2022-02-15,L,0.5,0.154,11.0,23.0,20.0,7.0,5.0,15.0,109,Memphis Grizzlies,0.5,0.294,18.0,31.0,29.0,10.0,3.0,121,Regular Season
Philadelphia 76ers,2022-02-15,L,0.288,0.25,12.0,28.0,17.0,7.0,2.0,9.0,87,Boston Celtics,0.561,0.556,7.0,44.0,28.0,2.0,10.0,135,Regular Season
Atlanta Hawks,2022-02-15,W,0.538,0.424,7.0,28.0,25.0,9.0,4.0,11.0,124,Cleveland Cavaliers,0.511,0.39,14.0,25.0,30.0,8.0,3.0,116,Regular Season
Memphis Grizzlies,2022-02-16,L,0.435,0.367,10.0,29.0,20.0,10.0,7.0,10.0,119,Portland Trail Blazers,0.506,0.406,13.0,30.0,23.0,6.0,5.0,123,Regular Season
New York Knicks,2022-02-16,L,0.435,0.372,10.0,34.0,22.0,7.0,9.0,10.0,106,Brooklyn Nets,0.439,0.324,16.0,35.0,21.0,5.0,1.0,111,Regular Season
Los Angeles Lakers,2022-02-16,W,0.477,0.278,12.0,32.0,24.0,9.0,7.0,12.0,106,Utah Jazz,0.468,0.333,8.0,33.0,17.0,11.0,6.0,101,Regular Season
Orlando Magic,2022-02-16,L,0.429,0.317,12.0,33.0,23.0,3.0,5.0,13.0,109,Atlanta Hawks,0.5,0.545,13.0,34.0,23.0,7.0,6.0,130,Regular Season
Boston Celtics,2022-02-16,L,0.545,0.406,2.0,28.0,29.0,8.0,6.0,17.0,111,Detroit Pistons,0.462,0.533,18.0,29.0,28.0,9.0,1.0,112,Regular Season
Indiana Pacers,2022-02-16,W,0.542,0.2,7.0,33.0,30.0,9.0,6.0,11.0,113,Washington Wizards,0.429,0.459,12.0,32.0,25.0,7.0,3.0,108,Regular Season
Oklahoma City Thunder,2022-02-16,L,0.39,0.344,15.0,35.0,25.0,6.0,6.0,8.0,106,San Antonio Spurs,0.439,0.294,14.0,43.0,29.0,3.0,7.0,114,Regular Season
Chicago Bulls,2022-02-16,W,0.5,0.414,13.0,34.0,25.0,8.0,2.0,13.0,125,Sacramento Kings,0.512,0.4,7.0,29.0,24.0,9.0,3.0,118,Regular Season
Minnesota Timberwolves,2022-02-16,L,0.39,0.238,6.0,36.0,23.0,6.0,7.0,17.0,91,Toronto Raptors,0.455,0.32,9.0,39.0,21.0,7.0,6.0,103,Regular Season
Golden State Warriors,2022-02-16,L,0.517,0.294,8.0,29.0,26.0,13.0,5.0,11.0,116,Denver Nuggets,0.473,0.389,12.0,36.0,27.0,5.0,1.0,117,Regular Season
Phoenix Suns,2022-02-16,W,0.512,0.292,7.0,35.0,27.0,10.0,7.0,11.0,124,Houston Rockets,0.433,0.295,13.0,36.0,23.0,5.0,5.0,121,Regular Season
New Orleans Pelicans,2022-02-17,L,0.5,0.429,17.0,31.0,22.0,7.0,0.0,13.0,118,Dallas Mavericks,0.537,0.475,7.0,31.0,18.0,5.0,4.0,125,Regular Season
Charlotte Hornets,2022-02-17,L,0.4,0.238,17.0,41.0,27.0,6.0,4.0,18.0,107,Miami Heat,0.402,0.292,15.0,41.0,31.0,4.0,5.0,111,Regular Season
Milwaukee Bucks,2022-02-17,L,0.442,0.318,12.0,32.0,20.0,5.0,1.0,7.0,120,Philadelphia 76ers,0.5,0.353,9.0,37.0,21.0,2.0,2.0,123,Regular Season
LA Clippers,2022-02-17,W,0.554,0.514,12.0,38.0,34.0,12.0,5.0,18.0,142,Houston Rockets,0.462,0.351,12.0,23.0,29.0,8.0,2.0,111,Regular Season
Brooklyn Nets,2022-02-17,L,0.404,0.368,15.0,27.0,19.0,6.0,5.0,16.0,103,Washington Wizards,0.554,0.5,8.0,30.0,26.0,10.0,7.0,117,Regular Season
Sacramento Kings,2022-02-24,L,0.5,0.31,6.0,28.0,25.0,5.0,8.0,15.0,110,Denver Nuggets,0.558,0.429,3.0,36.0,30.0,12.0,4.0,128,Regular Season
Brooklyn Nets,2022-02-24,L,0.415,0.241,8.0,30.0,25.0,8.0,4.0,11.0,106,Boston Celtics,0.541,0.405,8.0,40.0,28.0,9.0,3.0,129,Regular Season
Portland Trail Blazers,2022-02-24,L,0.392,0.257,6.0,25.0,16.0,5.0,4.0,18.0,95,Golden State Warriors,0.511,0.366,10.0,36.0,36.0,10.0,7.0,132,Regular Season
Detroit Pistons,2022-02-24,W,0.407,0.324,13.0,36.0,23.0,8.0,8.0,11.0,106,Cleveland Cavaliers,0.442,0.343,8.0,35.0,20.0,3.0,7.0,103,Regular Season
Chicago Bulls,2022-02-24,W,0.488,0.296,6.0,37.0,16.0,5.0,8.0,9.0,112,Atlanta Hawks,0.423,0.286,13.0,32.0,20.0,2.0,3.0,108,Regular Season
Minnesota Timberwolves,2022-02-24,W,0.462,0.381,12.0,30.0,26.0,6.0,11.0,12.0,119,Memphis Grizzlies,0.388,0.29,26.0,33.0,25.0,9.0,7.0,114,Regular Season
Oklahoma City Thunder,2022-02-24,L,0.473,0.194,7.0,35.0,22.0,10.0,4.0,16.0,104,Phoenix Suns,0.535,0.382,3.0,40.0,32.0,14.0,6.0,124,Regular Season
Charlotte Hornets,2022-02-25,W,0.553,0.375,13.0,39.0,34.0,10.0,7.0,18.0,125,Toronto Raptors,0.44,0.261,10.0,26.0,18.0,6.0,4.0,93,Regular Season
Phoenix Suns,2022-02-25,L,0.439,0.3,7.0,30.0,23.0,6.0,8.0,14.0,102,New Orleans Pelicans,0.437,0.276,16.0,37.0,21.0,10.0,4.0,117,Regular Season
Los Angeles Lakers,2022-02-25,L,0.419,0.258,13.0,34.0,18.0,8.0,7.0,12.0,102,LA Clippers,0.494,0.385,7.0,40.0,25.0,8.0,8.0,105,Regular Season
Orlando Magic,2022-02-25,W,0.506,0.361,10.0,44.0,20.0,7.0,4.0,19.0,119,Houston Rockets,0.468,0.298,10.0,31.0,22.0,12.0,3.0,111,Regular Season
Washington Wizards,2022-02-25,L,0.546,0.421,11.0,28.0,36.0,10.0,5.0,16.0,153,San Antonio Spurs,0.543,0.31,16.0,34.0,35.0,6.0,3.0,157,Regular Season
New York Knicks,2022-02-25,L,0.4,0.35,5.0,40.0,19.0,4.0,1.0,18.0,100,Miami Heat,0.47,0.344,4.0,40.0,22.0,13.0,5.0,115,Regular Season
Minnesota Timberwolves,2022-02-25,L,0.419,0.231,9.0,32.0,23.0,4.0,1.0,16.0,102,Philadelphia 76ers,0.512,0.487,6.0,36.0,30.0,10.0,0.0,133,Regular Season
Indiana Pacers,2022-02-25,L,0.485,0.378,12.0,39.0,31.0,8.0,11.0,14.0,125,Oklahoma City Thunder,0.495,0.355,11.0,43.0,23.0,8.0,3.0,129,Regular Season
Utah Jazz,2022-02-25,W,0.541,0.421,9.0,35.0,22.0,9.0,4.0,18.0,114,Dallas Mavericks,0.477,0.436,8.0,22.0,22.0,9.0,3.0,109,Regular Season
Miami Heat,2022-02-26,W,0.566,0.429,4.0,28.0,25.0,8.0,3.0,12.0,133,San Antonio Spurs,0.556,0.452,12.0,34.0,33.0,5.0,1.0,129,Regular Season
Chicago Bulls,2022-02-26,L,0.419,0.45,6.0,35.0,17.0,9.0,3.0,10.0,110,Memphis Grizzlies,0.44,0.304,19.0,42.0,23.0,5.0,10.0,116,Regular Season
Milwaukee Bucks,2022-02-26,L,0.526,0.421,4.0,39.0,24.0,4.0,0.0,15.0,123,Brooklyn Nets,0.478,0.382,12.0,28.0,24.0,7.0,5.0,126,Regular Season
Atlanta Hawks,2022-02-26,W,0.578,0.419,5.0,40.0,27.0,8.0,8.0,12.0,127,Toronto Raptors,0.4,0.313,11.0,31.0,25.0,5.0,2.0,100,Regular Season
Cleveland Cavaliers,2022-02-26,W,0.386,0.32,13.0,36.0,22.0,9.0,5.0,14.0,92,Washington Wizards,0.432,0.478,7.0,35.0,19.0,8.0,7.0,86,Regular Season
Denver Nuggets,2022-02-26,W,0.463,0.372,4.0,41.0,29.0,5.0,2.0,15.0,115,Sacramento Kings,0.427,0.3,9.0,36.0,24.0,4.0,3.0,110,Regular Season
Detroit Pistons,2022-02-26,L,0.448,0.259,10.0,31.0,18.0,4.0,4.0,14.0,104,Boston Celtics,0.477,0.385,10.0,27.0,31.0,5.0,6.0,113,Regular Season
Golden State Warriors,2022-02-27,L,0.429,0.282,12.0,32.0,27.0,15.0,2.0,11.0,101,Dallas Mavericks,0.5,0.382,6.0,39.0,16.0,5.0,7.0,107,Regular Season
Phoenix Suns,2022-02-27,L,0.512,0.464,10.0,26.0,24.0,7.0,5.0,9.0,114,Utah Jazz,0.468,0.425,14.0,27.0,23.0,7.0,6.0,118,Regular Season
Portland Trail Blazers,2022-02-27,L,0.374,0.167,11.0,31.0,22.0,12.0,3.0,15.0,92,Denver Nuggets,0.512,0.324,8.0,47.0,28.0,9.0,5.0,124,Regular Season
Indiana Pacers,2022-02-27,W,0.522,0.515,10.0,39.0,25.0,7.0,5.0,14.0,128,Boston Celtics,0.429,0.279,12.0,28.0,25.0,5.0,9.0,107,Regular Season
New York Knicks,2022-02-27,L,0.447,0.333,12.0,35.0,21.0,6.0,2.0,18.0,109,Philadelphia 76ers,0.487,0.303,5.0,38.0,28.0,13.0,5.0,125,Regular Season
Los Angeles Lakers,2022-02-27,L,0.417,0.206,7.0,31.0,15.0,8.0,7.0,23.0,95,New Orleans Pelicans,0.511,0.433,12.0,39.0,29.0,16.0,3.0,123,Regular Season
Charlotte Hornets,2022-02-27,L,0.506,0.419,12.0,34.0,25.0,8.0,8.0,17.0,126,Detroit Pistons,0.455,0.35,22.0,32.0,30.0,10.0,3.0,127,Regular Season
Houston Rockets,2022-02-27,L,0.38,0.405,6.0,31.0,26.0,8.0,0.0,7.0,98,LA Clippers,0.442,0.324,10.0,49.0,18.0,4.0,12.0,99,Regular Season
Cleveland Cavaliers,2022-02-28,L,0.527,0.405,10.0,28.0,29.0,5.0,3.0,22.0,122,Minnesota Timberwolves,0.547,0.429,8.0,23.0,30.0,12.0,6.0,127,Regular Season
Memphis Grizzlies,2022-02-28,W,0.539,0.423,13.0,42.0,24.0,5.0,6.0,18.0,118,San Antonio Spurs,0.414,0.281,12.0,26.0,30.0,13.0,3.0,105,Regular Season
Orlando Magic,2022-02-28,W,0.469,0.324,10.0,29.0,29.0,10.0,2.0,11.0,119,Indiana Pacers,0.486,0.417,4.0,35.0,22.0,4.0,6.0,103,Regular Season
Milwaukee Bucks,2022-02-28,W,0.44,0.4,17.0,45.0,25.0,4.0,5.0,13.0,130,Charlotte Hornets,0.387,0.359,9.0,31.0,22.0,6.0,1.0,106,Regular Season
Oklahoma City Thunder,2022-02-28,L,0.465,0.314,7.0,31.0,28.0,12.0,5.0,17.0,110,Sacramento Kings,0.563,0.323,11.0,35.0,30.0,10.0,6.0,131,Regular Season
Miami Heat,2022-02-28,W,0.494,0.387,9.0,30.0,28.0,8.0,5.0,14.0,112,Chicago Bulls,0.488,0.241,5.0,33.0,23.0,9.0,4.0,99,Regular Season
Brooklyn Nets,2022-02-28,L,0.384,0.343,14.0,31.0,23.0,4.0,5.0,23.0,97,Toronto Raptors,0.515,0.474,16.0,31.0,35.0,17.0,5.0,133,Regular Season
Boston Celtics,2022-03-01,W,0.47,0.314,11.0,36.0,27.0,4.0,8.0,14.0,107,Atlanta Hawks,0.434,0.226,5.0,32.0,15.0,8.0,4.0,98,Regular Season
Toronto Raptors,2022-03-01,W,0.456,0.304,16.0,32.0,27.0,5.0,2.0,13.0,109,Brooklyn Nets,0.5,0.4,7.0,30.0,21.0,3.0,5.0,108,Regular Season
Washington Wizards,2022-03-01,W,0.5,0.5,12.0,30.0,29.0,6.0,8.0,15.0,116,Detroit Pistons,0.478,0.296,14.0,29.0,23.0,9.0,3.0,113,Regular Season
Los Angeles Lakers,2022-03-01,L,0.451,0.412,4.0,33.0,22.0,8.0,6.0,12.0,104,Dallas Mavericks,0.5,0.286,10.0,35.0,24.0,8.0,7.0,109,Regular Season
Houston Rockets,2022-03-01,L,0.396,0.333,14.0,31.0,21.0,8.0,6.0,14.0,100,LA Clippers,0.438,0.419,17.0,38.0,24.0,7.0,8.0,113,Regular Season
Minnesota Timberwolves,2022-03-01,W,0.528,0.4,6.0,36.0,27.0,10.0,2.0,16.0,129,Golden State Warriors,0.456,0.289,8.0,32.0,26.0,11.0,3.0,114,Regular Season
Philadelphia 76ers,2022-03-02,W,0.52,0.472,5.0,38.0,24.0,2.0,8.0,14.0,123,New York Knicks,0.429,0.286,10.0,30.0,20.0,9.0,3.0,108,Regular Season
Milwaukee Bucks,2022-03-02,W,0.451,0.389,11.0,41.0,22.0,7.0,3.0,12.0,120,Miami Heat,0.454,0.477,9.0,39.0,28.0,9.0,4.0,119,Regular Season
Orlando Magic,2022-03-02,L,0.454,0.313,12.0,40.0,22.0,12.0,5.0,20.0,114,Indiana Pacers,0.436,0.324,14.0,40.0,23.0,12.0,7.0,122,Regular Season
Houston Rockets,2022-03-02,L,0.5,0.412,5.0,29.0,27.0,12.0,3.0,17.0,127,Utah Jazz,0.549,0.357,11.0,38.0,32.0,12.0,2.0,132,Regular Season
New Orleans Pelicans,2022-03-02,W,0.591,0.379,7.0,43.0,30.0,5.0,5.0,16.0,125,Sacramento Kings,0.393,0.229,12.0,26.0,20.0,9.0,4.0,95,Regular Season
Denver Nuggets,2022-03-02,L,0.444,0.261,10.0,37.0,25.0,11.0,2.0,16.0,107,Oklahoma City Thunder,0.506,0.552,9.0,41.0,24.0,11.0,6.0,119,Regular Season
Cleveland Cavaliers,2022-03-02,L,0.468,0.323,4.0,33.0,21.0,6.0,1.0,14.0,98,Charlotte Hornets,0.506,0.447,9.0,36.0,32.0,10.0,5.0,119,Regular Season
Phoenix Suns,2022-03-02,W,0.5,0.389,7.0,39.0,32.0,14.0,6.0,16.0,120,Portland Trail Blazers,0.385,0.355,5.0,30.0,22.0,10.0,2.0,90,Regular Season
Toronto Raptors,2022-03-03,L,0.434,0.269,14.0,27.0,12.0,5.0,4.0,10.0,106,Detroit Pistons,0.452,0.297,11.0,31.0,25.0,4.0,5.0,108,Regular Season
Brooklyn Nets,2022-03-03,L,0.47,0.387,7.0,23.0,24.0,5.0,5.0,13.0,107,Miami Heat,0.519,0.333,5.0,30.0,27.0,8.0,6.0,113,Regular Season
Dallas Mavericks,2022-03-03,W,0.529,0.459,8.0,24.0,29.0,7.0,1.0,10.0,122,Golden State Warriors,0.543,0.5,10.0,27.0,26.0,7.0,5.0,113,Regular Season
San Antonio Spurs,2022-03-03,L,0.495,0.375,6.0,34.0,28.0,8.0,5.0,11.0,112,Sacramento Kings,0.459,0.313,9.0,40.0,26.0,6.0,2.0,115,Regular Season
Boston Celtics,2022-03-03,W,0.517,0.432,15.0,36.0,33.0,4.0,7.0,14.0,120,Memphis Grizzlies,0.424,0.325,17.0,27.0,24.0,10.0,4.0,107,Regular Season
Atlanta Hawks,2022-03-03,W,0.524,0.45,8.0,25.0,26.0,7.0,3.0,6.0,130,Chicago Bulls,0.591,0.538,5.0,27.0,30.0,5.0,2.0,124,Regular Season
LA Clippers,2022-03-03,W,0.548,0.63,13.0,33.0,32.0,10.0,3.0,12.0,132,Los Angeles Lakers,0.488,0.343,9.0,27.0,26.0,8.0,4.0,111,Regular Season
Chicago Bulls,2022-03-04,L,0.5,0.385,5.0,35.0,25.0,5.0,2.0,12.0,112,Milwaukee Bucks,0.489,0.323,12.0,38.0,20.0,5.0,5.0,118,Regular Season
Oklahoma City Thunder,2022-03-04,L,0.43,0.257,8.0,31.0,19.0,12.0,4.0,23.0,101,Minnesota Timberwolves,0.538,0.468,7.0,34.0,35.0,17.0,7.0,138,Regular Season
Denver Nuggets,2022-03-04,W,0.453,0.394,10.0,31.0,27.0,10.0,4.0,10.0,116,Houston Rockets,0.458,0.278,9.0,35.0,25.0,4.0,3.0,101,Regular Season
Toronto Raptors,2022-03-04,L,0.398,0.324,12.0,42.0,22.0,2.0,8.0,12.0,97,Orlando Magic,0.379,0.297,12.0,43.0,24.0,5.0,4.0,103,Regular Season
Detroit Pistons,2022-03-04,W,0.447,0.5,19.0,33.0,28.0,5.0,9.0,13.0,111,Indiana Pacers,0.39,0.25,21.0,34.0,24.0,4.0,9.0,106,Regular Season
Washington Wizards,2022-03-04,L,0.541,0.483,7.0,34.0,37.0,2.0,7.0,14.0,114,Atlanta Hawks,0.418,0.361,13.0,26.0,18.0,6.0,5.0,117,Regular Season
Philadelphia 76ers,2022-03-04,W,0.547,0.424,3.0,27.0,23.0,8.0,3.0,12.0,125,Cleveland Cavaliers,0.537,0.357,10.0,31.0,30.0,5.0,4.0,119,Regular Season
New Orleans Pelicans,2022-03-04,W,0.515,0.306,15.0,37.0,29.0,11.0,5.0,11.0,124,Utah Jazz,0.348,0.268,22.0,30.0,15.0,7.0,2.0,90,Regular Season
Phoenix Suns,2022-03-04,W,0.447,0.5,3.0,30.0,28.0,7.0,3.0,10.0,115,New York Knicks,0.465,0.448,12.0,37.0,23.0,7.0,5.0,114,Regular Season
Minnesota Timberwolves,2022-03-05,W,0.565,0.405,9.0,33.0,36.0,10.0,7.0,11.0,135,Portland Trail Blazers,0.471,0.421,11.0,30.0,24.0,5.0,1.0,121,Regular Season
Charlotte Hornets,2022-03-05,W,0.462,0.381,11.0,39.0,29.0,8.0,5.0,9.0,123,San Antonio Spurs,0.459,0.297,13.0,38.0,28.0,7.0,6.0,117,Regular Season
Dallas Mavericks,2022-03-05,W,0.476,0.389,10.0,29.0,22.0,7.0,2.0,10.0,114,Sacramento Kings,0.489,0.36,10.0,35.0,24.0,5.0,1.0,113,Regular Season
Los Angeles Lakers,2022-03-05,W,0.494,0.439,12.0,35.0,25.0,10.0,6.0,20.0,124,Golden State Warriors,0.5,0.441,10.0,31.0,22.0,11.0,4.0,116,Regular Season
Miami Heat,2022-03-05,W,0.486,0.464,6.0,32.0,20.0,6.0,3.0,14.0,99,Philadelphia 76ers,0.341,0.171,13.0,28.0,13.0,9.0,4.0,82,Regular Season
Memphis Grizzlies,2022-03-05,W,0.5,0.412,6.0,49.0,25.0,7.0,4.0,8.0,124,Orlando Magic,0.43,0.314,1.0,40.0,25.0,7.0,5.0,96,Regular Season
Denver Nuggets,2022-03-06,W,0.54,0.303,10.0,37.0,32.0,7.0,8.0,15.0,138,New Orleans Pelicans,0.475,0.424,14.0,35.0,30.0,9.0,4.0,130,Regular Season
LA Clippers,2022-03-06,L,0.375,0.324,9.0,34.0,17.0,2.0,5.0,10.0,93,New York Knicks,0.472,0.448,15.0,42.0,19.0,4.0,5.0,116,Regular Season
Boston Celtics,2022-03-06,W,0.482,0.472,10.0,27.0,25.0,9.0,7.0,10.0,126,Brooklyn Nets,0.506,0.444,12.0,33.0,24.0,6.0,4.0,120,Regular Season
Cleveland Cavaliers,2022-03-06,W,0.459,0.306,15.0,43.0,24.0,5.0,7.0,19.0,104,Toronto Raptors,0.394,0.25,14.0,31.0,17.0,13.0,3.0,96,Regular Season
Houston Rockets,2022-03-06,W,0.524,0.382,8.0,37.0,23.0,4.0,5.0,17.0,123,Memphis Grizzlies,0.454,0.192,12.0,28.0,27.0,12.0,8.0,112,Regular Season
Milwaukee Bucks,2022-03-06,W,0.54,0.469,14.0,34.0,31.0,9.0,6.0,15.0,132,Phoenix Suns,0.538,0.452,6.0,21.0,33.0,8.0,4.0,122,Regular Season
Washington Wizards,2022-03-06,W,0.523,0.405,5.0,31.0,33.0,6.0,4.0,6.0,133,Indiana Pacers,0.518,0.323,7.0,35.0,28.0,3.0,5.0,123,Regular Season
Oklahoma City Thunder,2022-03-06,L,0.424,0.2,11.0,36.0,20.0,11.0,9.0,8.0,103,Utah Jazz,0.449,0.442,11.0,37.0,27.0,4.0,4.0,116,Regular Season
Detroit Pistons,2022-03-07,W,0.462,0.364,15.0,32.0,27.0,7.0,2.0,14.0,113,Atlanta Hawks,0.452,0.289,13.0,35.0,28.0,3.0,6.0,110,Regular Season
Denver Nuggets,2022-03-07,W,0.548,0.313,7.0,34.0,39.0,8.0,5.0,9.0,131,Golden State Warriors,0.511,0.425,9.0,32.0,29.0,5.0,0.0,124,Regular Season
Minnesota Timberwolves,2022-03-07,W,0.413,0.302,19.0,48.0,21.0,10.0,9.0,22.0,124,Portland Trail Blazers,0.277,0.25,8.0,34.0,11.0,10.0,5.0,81,Regular Season
San Antonio Spurs,2022-03-07,W,0.548,0.346,12.0,35.0,28.0,6.0,7.0,18.0,117,Los Angeles Lakers,0.473,0.308,12.0,31.0,19.0,7.0,3.0,110,Regular Season
Philadelphia 76ers,2022-03-07,W,0.488,0.4,8.0,30.0,29.0,5.0,5.0,10.0,121,Chicago Bulls,0.448,0.333,14.0,34.0,22.0,5.0,4.0,106,Regular Season
Miami Heat,2022-03-07,W,0.538,0.452,13.0,37.0,26.0,3.0,4.0,15.0,123,Houston Rockets,0.443,0.302,9.0,24.0,22.0,8.0,7.0,106,Regular Season
Dallas Mavericks,2022-03-07,W,0.443,0.37,9.0,34.0,19.0,9.0,5.0,9.0,111,Utah Jazz,0.434,0.387,12.0,33.0,22.0,5.0,6.0,103,Regular Season
Sacramento Kings,2022-03-07,L,0.488,0.344,4.0,36.0,23.0,4.0,2.0,12.0,115,New York Knicks,0.511,0.429,9.0,38.0,19.0,7.0,6.0,131,Regular Season
Charlotte Hornets,2022-03-08,L,0.489,0.317,10.0,31.0,26.0,12.0,3.0,15.0,121,Brooklyn Nets,0.561,0.514,6.0,32.0,33.0,8.0,4.0,132,Regular Season
Orlando Magic,2022-03-08,L,0.38,0.179,8.0,45.0,17.0,6.0,2.0,12.0,99,Phoenix Suns,0.38,0.351,7.0,45.0,24.0,7.0,6.0,102,Regular Season
Memphis Grizzlies,2022-03-08,W,0.475,0.364,15.0,37.0,30.0,8.0,6.0,12.0,132,New Orleans Pelicans,0.466,0.324,12.0,33.0,24.0,9.0,3.0,111,Regular Season
Oklahoma City Thunder,2022-03-08,L,0.5,0.41,6.0,30.0,26.0,6.0,5.0,16.0,115,Milwaukee Bucks,0.53,0.5,16.0,37.0,35.0,10.0,4.0,142,Regular Season
Golden State Warriors,2022-03-08,W,0.478,0.382,10.0,41.0,33.0,8.0,6.0,16.0,112,LA Clippers,0.355,0.308,12.0,35.0,23.0,12.0,3.0,97,Regular Season
Indiana Pacers,2022-03-08,L,0.538,0.5,11.0,27.0,35.0,6.0,7.0,18.0,124,Cleveland Cavaliers,0.5,0.281,14.0,26.0,25.0,13.0,6.0,127,Regular Season
LA Clippers,2022-03-09,W,0.5,0.5,7.0,34.0,21.0,6.0,10.0,12.0,115,Washington Wizards,0.471,0.37,9.0,32.0,26.0,10.0,3.0,109,Regular Season
New Orleans Pelicans,2022-03-09,L,0.441,0.226,10.0,31.0,23.0,11.0,2.0,11.0,102,Orlando Magic,0.474,0.378,7.0,38.0,25.0,4.0,1.0,108,Regular Season
Minnesota Timberwolves,2022-03-09,W,0.523,0.423,6.0,42.0,34.0,10.0,5.0,14.0,132,Oklahoma City Thunder,0.414,0.326,9.0,33.0,26.0,8.0,0.0,102,Regular Season
Milwaukee Bucks,2022-03-09,W,0.5,0.343,11.0,39.0,24.0,7.0,2.0,9.0,124,Atlanta Hawks,0.5,0.289,7.0,37.0,26.0,6.0,3.0,115,Regular Season
San Antonio Spurs,2022-03-09,L,0.452,0.281,7.0,29.0,24.0,5.0,4.0,14.0,104,Toronto Raptors,0.482,0.367,13.0,34.0,12.0,7.0,1.0,119,Regular Season
Miami Heat,2022-03-09,L,0.398,0.303,6.0,32.0,27.0,8.0,5.0,15.0,90,Phoenix Suns,0.455,0.297,14.0,41.0,26.0,8.0,5.0,111,Regular Season
Houston Rockets,2022-03-09,W,0.51,0.425,10.0,40.0,25.0,7.0,4.0,20.0,139,Los Angeles Lakers,0.465,0.383,12.0,36.0,25.0,10.0,7.0,130,Regular Season
Dallas Mavericks,2022-03-09,L,0.314,0.136,12.0,25.0,11.0,3.0,4.0,8.0,77,New York Knicks,0.429,0.265,14.0,41.0,20.0,3.0,3.0,107,Regular Season
Utah Jazz,2022-03-09,W,0.519,0.37,6.0,44.0,31.0,3.0,5.0,9.0,123,Portland Trail Blazers,0.326,0.25,9.0,27.0,19.0,4.0,2.0,85,Regular Season
Sacramento Kings,2022-03-09,L,0.447,0.353,8.0,30.0,24.0,11.0,5.0,16.0,100,Denver Nuggets,0.488,0.257,10.0,41.0,26.0,11.0,3.0,106,Regular Season
Charlotte Hornets,2022-03-09,L,0.424,0.242,15.0,31.0,18.0,8.0,7.0,16.0,101,Boston Celtics,0.495,0.324,16.0,31.0,30.0,10.0,8.0,115,Regular Season
Detroit Pistons,2022-03-09,L,0.512,0.355,5.0,27.0,25.0,6.0,3.0,16.0,108,Chicago Bulls,0.526,0.2,2.0,31.0,19.0,13.0,0.0,114,Regular Season
Denver Nuggets,2022-03-10,L,0.417,0.226,12.0,37.0,19.0,5.0,6.0,13.0,102,Golden State Warriors,0.477,0.333,8.0,28.0,26.0,9.0,4.0,113,Regular Season
Philadelphia 76ers,2022-03-10,L,0.323,0.389,17.0,33.0,19.0,5.0,5.0,20.0,100,Brooklyn Nets,0.56,0.45,10.0,35.0,29.0,13.0,15.0,129,Regular Season
Memphis Grizzlies,2022-03-11,W,0.442,0.346,19.0,35.0,23.0,8.0,16.0,10.0,118,New York Knicks,0.422,0.4,15.0,39.0,23.0,8.0,6.0,114,Regular Season
Boston Celtics,2022-03-11,W,0.467,0.188,13.0,34.0,23.0,10.0,3.0,9.0,114,Detroit Pistons,0.422,0.294,11.0,31.0,21.0,4.0,4.0,103,Regular Season
Phoenix Suns,2022-03-11,L,0.5,0.306,5.0,35.0,27.0,7.0,8.0,16.0,112,Toronto Raptors,0.447,0.438,12.0,36.0,19.0,11.0,4.0,117,Regular Season
Houston Rockets,2022-03-11,L,0.477,0.2,5.0,34.0,29.0,9.0,3.0,13.0,100,Dallas Mavericks,0.455,0.306,12.0,35.0,20.0,6.0,8.0,113,Regular Season
New Orleans Pelicans,2022-03-11,L,0.5,0.385,13.0,27.0,31.0,9.0,2.0,17.0,120,Charlotte Hornets,0.598,0.468,6.0,32.0,41.0,11.0,1.0,142,Regular Season
Miami Heat,2022-03-11,W,0.477,0.314,8.0,34.0,28.0,9.0,6.0,9.0,117,Cleveland Cavaliers,0.443,0.32,7.0,33.0,25.0,5.0,2.0,105,Regular Season
Orlando Magic,2022-03-11,W,0.465,0.4,10.0,39.0,31.0,4.0,3.0,12.0,118,Minnesota Timberwolves,0.456,0.333,5.0,32.0,24.0,8.0,5.0,110,Regular Season
